property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
house,|Álvaro Obregón|Distrito Federal|México|,"19.365217,-99.216847",4700000,MXN,238
apartment,|Coyoacán|Distrito Federal|México|,,1020451,MXN,75
house,|Solidaridad|Quintana Roo|México|,,860000,MXN,81
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.447374,-99.137868",587482,MXN,70
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,10600000,MXN,241
apartment,|Miguel Hidalgo|Distrito Federal|México|,,2500000,USD,325
apartment,|Solidaridad|Quintana Roo|México|,"20.6070779708,-87.0862197876",,,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.363021,-99.174418",3800000,MXN,126
house,|Benito Juárez|Quintana Roo|México|,"21.1368860594,-86.8843138218",530000,MXN,75
apartment,|Iztacalco|Distrito Federal|México|,"19.417363,-99.068463",870000,MXN,58
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.435289,-99.194838",2426000,USD,246
house,|Venustiano Carranza|Distrito Federal|México|,"19.418866,-99.143222",3459500,MXN,365
apartment,|Benito Juárez|Distrito Federal|México|,"19.374628,-99.188927",684974,MXN,80
house,|La Magdalena Contreras|Distrito Federal|México|,"19.317922,-99.236124",3350000,MXN,350
apartment,|Coyoacán|Distrito Federal|México|,"19.291685,-99.11704",1538820,MXN,60
house,|Gustavo A. Madero|Distrito Federal|México|,,900000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.416195,-99.157971",1245333,MXN,70
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3833145,-99.1971532",1564888,MXN,
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3713316153,-99.2654308677",4200000,MXN,75
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",1099000,MXN,48
apartment,|Benito Juárez|Distrito Federal|México|,"19.3774517,-99.1641013",8200000,MXN,261
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",128000,USD,100
apartment,|Iztacalco|Distrito Federal|México|,"19.399226,-99.134352",636000,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.335116,-99.223332",3260000,MXN,100
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4032833,-99.1821858",4145940,MXN,100
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.431629,-99.162762",2116667,MXN,110
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.441043,-99.175585",1550000,MXN,70
apartment,|Benito Juárez|Quintana Roo|México|,"21.1043659,-86.7644486",445000,USD,0
house,|Coyoacán|Distrito Federal|México|,"19.354219,-99.126244",1480000,MXN,310
apartment,|Azcapotzalco|Distrito Federal|México|,"19.501572,-99.17551",891000,MXN,63
house,|Iztapalapa|Distrito Federal|México|,"19.318989,-99.094437",4800000,MXN,260
apartment,|Benito Juárez|Distrito Federal|México|,"19.39942,-99.141673",1169691,MXN,90
apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",13300000,MXN,278
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4546836,-99.1933664",1297000,MXN,55
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3606908,-99.2023662",5944000,MXN,215
house,|Miguel Hidalgo|Distrito Federal|México|,"19.403783,-99.252435",19800000,MXN,810
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.410055,-99.114487",730214,MXN,50
house,|Coyoacán|Distrito Federal|México|,"19.3415372,-99.1587613",6320000,MXN,306
apartment,|Benito Juárez|Distrito Federal|México|,"19.389044,-99.179657",1010000,MXN,80
house,|Miguel Hidalgo|Distrito Federal|México|,"19.44888,-99.171819",3188000,MXN,603
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",1150000,USD,600
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38828,-99.195529",757074,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.400623,-99.14173",1060000,MXN,150
apartment,|Benito Juárez|Distrito Federal|México|,"19.3598088,-99.1488603",2591400,MXN,60
apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2810000,MXN,64
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3451266,-99.3092749",1500000,USD,915
apartment,|Benito Juárez|Distrito Federal|México|,"19.3609365412,-99.1633604933",5400000,MXN,133
house,|La Magdalena Contreras|Distrito Federal|México|,"19.310374,-99.225193",4900000,MXN,360
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.411112,-99.193066",1180000,MXN,66
house,|Coyoacán|Distrito Federal|México|,"19.3513354386,-99.1663956642",15200000,MXN,0
apartment,|Azcapotzalco|Distrito Federal|México|,"19.4661858,-99.1545368",780000,MXN,59
apartment,|Azcapotzalco|Distrito Federal|México|,,11990000,MXN,49
house,|Álvaro Obregón|Distrito Federal|México|,"19.3465206,-99.2349122",3700000,MXN,180
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",354000,USD,90
house,|Álvaro Obregón|Distrito Federal|México|,"19.353592,-99.177275",4386000,MXN,360
apartment,|Benito Juárez|Distrito Federal|México|,"19.359983,-99.158066",2317000,MXN,80
house,|Tlalpan|Distrito Federal|México|,"19.301572,-99.208514",6600000,MXN,200
apartment,|Benito Juárez|Distrito Federal|México|,"19.381729,-99.164986",2900000,MXN,76
house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",850000,USD,500
apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",3233700,MXN,74
store,|Cuauhtémoc|Distrito Federal|México|,"19.441163,-99.144482",800000,MXN,70
house,|Solidaridad|Quintana Roo|México|,"20.607091,-87.096362",439000,USD,268
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.523731,-99.137538",1388917,MXN,83
apartment,|Coyoacán|Distrito Federal|México|,"19.3434115,-99.1211188",2500000,MXN,
apartment,|Iztapalapa|Distrito Federal|México|,"19.395427,-99.05035",970000,MXN,80
house,|Miguel Hidalgo|Distrito Federal|México|,"19.390982,-99.243919",,,0
house,|Solidaridad|Quintana Roo|México|,"20.6786832545,-87.0390343666",2550000,MXN,118
apartment,|Azcapotzalco|Distrito Federal|México|,"19.468153,-99.189217",760000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4001854,-99.1729456",4300000,MXN,123
apartment,|Benito Juárez|Distrito Federal|México|,"19.384037,-99.140704",1188000,MXN,85
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444966,-99.202496",12389930,MXN,357
house,|Gustavo A. Madero|Distrito Federal|México|,"19.471439,-99.086534",1430000,MXN,74
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.363542,-99.224084",882000,MXN,79
apartment,|Benito Juárez|Distrito Federal|México|,,3000000,MXN,80
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",850000,MXN,120
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.473415,-99.143539",1307000,MXN,51
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.520075,-99.153229",5200000,MXN,300
apartment,|Benito Juárez|Distrito Federal|México|,"19.3842639,-99.1491311",3500000,MXN,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.435359,-99.210742",2477920,MXN,90
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1680000,MXN,60
apartment,|Iztacalco|Distrito Federal|México|,"19.392349,-99.07093",850000,MXN,56
apartment,|Tlalpan|Distrito Federal|México|,"19.286619,-99.152534",2680000,MXN,110
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433471,-99.203071",1248000,USD,320
house,|Coyoacán|Distrito Federal|México|,"19.337477,-99.116084",2630000,MXN,218
apartment,|La Magdalena Contreras|Distrito Federal|México|,"19.324216,-99.216411",4910000,MXN,130
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.441809,-99.156423",1200000,MXN,80
house,|Álvaro Obregón|Distrito Federal|México|,,2300000,USD,1000
apartment,|Tlalpan|Distrito Federal|México|,"19.299815,-99.12053",1110000,MXN,120
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4338054,-99.1922219",1902432,USD,346
apartment,|Solidaridad|Quintana Roo|México|,"20.503029,-87.222649",260000,USD,120
apartment,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",720000,USD,0
house,|Miguel Hidalgo|Distrito Federal|México|,,,,0
apartment,|Azcapotzalco|Distrito Federal|México|,"19.482603,-99.194748",1500000,MXN,60
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.445032,-99.140207",1127920,MXN,133
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1970000,MXN,168
house,|Benito Juárez|Quintana Roo|México|,"21.148994,-86.933622",493000,MXN,45
apartment,|Miguel Hidalgo|Distrito Federal|México|,,5900000,MXN,0
house,|Álvaro Obregón|Distrito Federal|México|,"19.313207,-99.202578",7616997,MXN,700
house,|Tulum|Quintana Roo|México|,,34200000,MXN,600
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.396247,-99.190282",1090000,MXN,70
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",4914483,MXN,120
house,|Iztacalco|Distrito Federal|México|,,1500000,MXN,216
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.336195,-99.23692",1900000,MXN,102
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2650000,MXN,180
house,|Solidaridad|Quintana Roo|México|,"20.616558,-87.078426",1400000,USD,460
apartment,|Benito Juárez|Distrito Federal|México|,"19.368568,-99.15031",1700000,MXN,110
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1183000,USD,
house,|Gustavo A. Madero|Distrito Federal|México|,"19.474294,-99.085032",2500000,MXN,160
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.393217809,-99.2502351478",800000,USD,525
apartment,|Iztapalapa|Distrito Federal|México|,"19.3702435544,-99.0079012513",690000,MXN,
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.414261,-99.104118",2500000,MXN,90
house,|Gustavo A. Madero|Distrito Federal|México|,,5100000,MXN,270
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428324,-99.176337",3325929,MXN,100
house,|Xochimilco|Distrito Federal|México|,"19.271668,-99.132671",5243820,MXN,700
house,|Solidaridad|Quintana Roo|México|,"20.613375,-87.089897",549000,USD,320
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",8900000,MXN,545
house,|Iztapalapa|Distrito Federal|México|,"19.346471,-99.06183",698670,MXN,155
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",1690000,MXN,110
apartment,|Iztacalco|Distrito Federal|México|,"23.634501,-102.552788",1174945,MXN,44
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444606,-99.1740457",870000,MXN,70
house,|Tláhuac|Distrito Federal|México|,"19.302132,-99.038153",2280000,MXN,320
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.419403,-99.135361",2025000,MXN,90
house,|Benito Juárez|Quintana Roo|México|,"21.112447,-86.85264",2500000,MXN,180
apartment,|Solidaridad|Quintana Roo|México|,,135000,USD,95
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",2500000,MXN,205
apartment,|Iztapalapa|Distrito Federal|México|,"19.348586,-99.115129",773759,MXN,80
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",1700000,MXN,127
apartment,|Xochimilco|Distrito Federal|México|,"19.269985,-99.11523",1382100,MXN,80
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.452365,-99.124572",1210000,MXN,90
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3736979,-99.1933122",2155000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.399028,-99.175227",1980000,MXN,127
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1042393,MXN,69
apartment,|Solidaridad|Quintana Roo|México|,"20.6612167636,-87.0956611633",570000,MXN,52
apartment,|Tulum|Quintana Roo|México|,"20.1997998,-87.454707",250000,USD,113
apartment,|Benito Juárez|Distrito Federal|México|,"19.396593,-99.133163",980000,MXN,60
house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",495000,USD,315
house,|Tlalpan|Distrito Federal|México|,"19.298899,-99.208048",3930000,MXN,300
apartment,|Solidaridad|Quintana Roo|México|,"20.65593,-87.05368",295000,USD,124
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1785000,MXN,65
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",7950000,MXN,120
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4096083,-99.1806878",6554900,MXN,
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",1355000,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.3814836,-99.1654942",4567000,MXN,107
store,|Benito Juárez|Quintana Roo|México|,,538462,USD,667
house,|Álvaro Obregón|Distrito Federal|México|,"19.3651763,-99.2300641",2650000,MXN,278
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.415143,-99.14685",940000,MXN,70
apartment,|Benito Juárez|Distrito Federal|México|,"19.383446,-99.137643",1301030,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.420166,-99.220367",15600000,MXN,261
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",1300000,USD,350
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.418844,-99.132357",400666,MXN,80
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.4182972,-99.1260675",1513400,MXN,
house,|La Magdalena Contreras|Distrito Federal|México|,"19.312466,-99.235216",1457333,MXN,303
house,|Gustavo A. Madero|Distrito Federal|México|,"19.56695,-99.115181",,,0
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.396247,-99.190282",1808000,MXN,80
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4104149313,-99.2419586651",35000000,MXN,820
apartment,|Iztapalapa|Distrito Federal|México|,"19.363469,-99.010141",539000,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.371342,-99.253616",10176000,MXN,105
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.5075958,-99.1539262",1050000,MXN,
house,|La Magdalena Contreras|Distrito Federal|México|,"19.312086,-99.245995",2693333,MXN,120
apartment,|Iztapalapa|Distrito Federal|México|,"19.35568,-99.099406",750000,MXN,76
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499358,-99.2906864",2800000,MXN,80
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.363057,-99.282771",6450000,MXN,164
house,|Benito Juárez|Quintana Roo|México|,"21.1371382,-86.864261",950000,MXN,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430132,-99.169144",8350000,MXN,147
house,|Miguel Hidalgo|Distrito Federal|México|,"19.410833,-99.192222",9100000,MXN,531
house,|Iztapalapa|Distrito Federal|México|,"19.38006,-99.037073",494000,MXN,58
apartment,|Benito Juárez|Distrito Federal|México|,"19.368475,-99.17952",3000000,MXN,99
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.430132,-99.169144",8350000,MXN,147
apartment,|Azcapotzalco|Distrito Federal|México|,"19.470991,-99.168165",837809,MXN,10
house,|Tlalpan|Distrito Federal|México|,"19.301781,-99.20237",6600000,MXN,200
house,|La Magdalena Contreras|Distrito Federal|México|,,7000000,USD,2200
apartment,|Benito Juárez|Distrito Federal|México|,"19.376456,-99.145563",1480000,MXN,65
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.62692,-87.069191",399000,USD,68
house,|Benito Juárez|Distrito Federal|México|,"19.378298,-99.172713",4090481,MXN,220
store,|Cuauhtémoc|Distrito Federal|México|,"19.409182,-99.144823",1739000,MXN,136
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.428324,-99.176337",3325929,MXN,115
apartment,|Benito Juárez|Distrito Federal|México|,"19.384697,-99.151712",1709333,MXN,870
apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",3191000,MXN,103
apartment,|Tlalpan|Distrito Federal|México|,"19.362486,-99.15682",2900000,MXN,90
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,2900000,MXN,64
house,|Miguel Hidalgo|Distrito Federal|México|,"19.3964084,-99.2436829",2150000,USD,880
apartment,|Iztapalapa|Distrito Federal|México|,"19.348909,-99.073563",790000,MXN,69
apartment,|Solidaridad|Quintana Roo|México|,,650000,USD,182
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.331932,-99.246689",2300000,MXN,54
house,|Azcapotzalco|Distrito Federal|México|,"19.472128,-99.146697",1943000,MXN,190
apartment,|Benito Juárez|Distrito Federal|México|,"19.380236,-99.139978",836667,MXN,60
house,|Gustavo A. Madero|Distrito Federal|México|,,,,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1217000,MXN,55
house,|Xochimilco|Distrito Federal|México|,"19.273571,-99.140654",3210713,MXN,278
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.413167,-99.144962",1050000,MXN,47
apartment,|Tlalpan|Distrito Federal|México|,"19.271467,-99.146309",2396000,MXN,97
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3580326,-99.1895044",4279100,MXN,
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.446207,-99.169959",1725000,MXN,60
house,|Álvaro Obregón|Distrito Federal|México|,"19.340844,-99.244199",3759333,MXN,180
house,|Coyoacán|Distrito Federal|México|,"19.351397,-99.132458",3858000,MXN,232
house,|Solidaridad|Quintana Roo|México|,"20.613375,-87.089897",450000,USD,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2667200,MXN,61
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",700000,USD,352
house,|Lázaro Cárdenas|Quintana Roo|México|,,5459000,MXN,221
house,|Tlalpan|Distrito Federal|México|,"19.2908179,-99.1348925",6000000,MXN,276
house,|Miguel Hidalgo|Distrito Federal|México|,"19.4167368,-99.2323872",21000000,MXN,400
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446198,-99.139166",1017517,MXN,65
house,|Gustavo A. Madero|Distrito Federal|México|,"19.499512,-99.074271",2650000,MXN,241
house,|Coyoacán|Distrito Federal|México|,"19.353813,-99.163605",11000000,MXN,257
house,|Tlalpan|Distrito Federal|México|,"19.27898,-99.165337",18000000,MXN,0
apartment,|Solidaridad|Quintana Roo|México|,"20.630901,-87.069916",,,80
house,|Benito Juárez|Quintana Roo|México|,"21.1857344,-86.8092875",3200000,USD,848
house,|Cuauhtémoc|Distrito Federal|México|,"19.416863,-99.173846",6476967,MXN,224
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.516777,-99.160149",818000,MXN,53
apartment,|Miguel Hidalgo|Distrito Federal|México|,,6850000,MXN,130
house,|Gustavo A. Madero|Distrito Federal|México|,"19.476708,-99.120471",1713000,MXN,93
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.441392,-99.174422",1050000,MXN,73
apartment,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",1964500,MXN,68
house,|Azcapotzalco|Distrito Federal|México|,"19.475828,-99.157367",3972150,MXN,330
house,|La Magdalena Contreras|Distrito Federal|México|,"19.296643,-99.23712",7834000,MXN,377
house,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",2100000,MXN,75
apartment,|Benito Juárez|Distrito Federal|México|,"19.373972,-99.164159",4950000,MXN,119
house,|Gustavo A. Madero|Distrito Federal|México|,"19.496581,-99.09994",1224030,MXN,212
