TYPE,PRICE,BEDS,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Contingent,799900,4,1816,"71 Dewey Ave, Staten Island, NY 10308, USA",40.5570416,-74.1462231
Co-op for sale,130000,1,2184.207862,"5 Fordham Hill Oval #11h, Bronx, NY 10468, USA",40.8653458,-73.9073691
House for sale,849999,3,2184.207862,"147-20 76th Rd, Flushing, NY 11367, USA",40.7226341,-73.8165656
Co-op for sale,185000,1,850,"3123 Bailey Ave, Bronx, NY 10463, USA",40.8789917,-73.9020914
House for sale,1275000,4,2184.207862,"87-66 257th St, Queens, NY 11001, USA",40.7289806,-73.7083891
Multi-family home for sale,2798000,5,3400,"1603 11th Ave, Brooklyn, NY 11215, USA",40.657854,-73.975525
Co-op for sale,359000,2,950,"141-9 28th Ave #1d, Flushing, NY 11354, USA",40.7733297,-73.8274665
Pending,435000,1,2184.207862,"155 Hicks St #5a, Brooklyn, NY 11201, USA",40.6969047,-73.9948252
House for sale,988000,3,1296,"43-64 Bowne St, Flushing, NY 11355, USA",40.7540089,-73.8189203
Co-op for sale,800000,1,2184.207862,"324 E 41st St #1101, New York, NY 10017, USA",40.7486602,-73.9720523
Co-op for sale,400000,2,2184.207862,"3449 81st St Apt 5s, Jackson Heights, NY 11372, USA",40.7536299,-73.88596
Multi-family home for sale,965000,5,3520,"1027 Ward Ave, Bronx, NY 10472, USA",40.8247021,-73.8766066
Multi-family home for sale,1389000,5,2412,"3824 Quentin Rd, Brooklyn, NY 11234, USA",40.6157428,-73.9345355
Condo for sale,525000,3,1185,"170-174 Mermaid Ln #270, Bronx, NY 10473, USA",40.807969,-73.854213
House for sale,849999,3,2184.207862,"147-20 76th Rd, Flushing, NY 11367, USA",40.7226341,-73.8165656
Pending,289000,1,1213,"27110 Grand Central Pkwy #1o, Queens Village, NY 11005, USA",40.7564761,-73.7212008
Multi-family home for sale,10000000,7,2184.207862,"35 W 11th St, New York, NY 10011, USA",40.734814,-73.996305
Co-op for sale,279000,2,2184.207862,"73- 22 220th St, Oakland Gardens, NY 11364, USA",40.7408626,-73.7553116
Townhouse for sale,15995000,5,2184.207862,"65 Bedford St, New York, NY 10014, USA",40.7311289,-74.0048678
Multi-family home for sale,1850000,3,2184.207862,"6704 21st Ave, Brooklyn, NY 11204, USA",40.6140608,-73.9853215
Multi-family home for sale,2599000,11,5088,"20-61 49th St, Astoria, NY 11105, USA",40.7709381,-73.8973789
Co-op for sale,250000,1,800,"1250 Ocean Pkwy #3j, Brooklyn, NY 11230, USA",40.6180698,-73.9699744
Co-op for sale,2250000,3,2000,"120 Prospect Park W, Brooklyn, NY 11215, USA",40.665708,-73.976288
Multi-family home for sale,1800000,9,2184.207862,"23-16 36th St, Astoria, NY 11105, USA",40.7723063,-73.9110206
Co-op for sale,350000,3,1100,"1200 E 53rd St #4c, Brooklyn, NY 11234, USA",40.6297036,-73.9255951
House for sale,1649000,4,1452,"927 Hart St, Brooklyn, NY 11237, USA",40.7039659,-73.9210676
Pending,1395000,2,1028,"357 6th Ave Apartment 1, Brooklyn, NY 11215, USA",40.670563,-73.981488
House for sale,1370000,6,2184.207862,"85-65 159th St, Jamaica, NY 11432, USA",40.7102471,-73.8049849
Co-op for sale,360000,2,2184.207862,"128 W 138th St #1, New York, NY 10030, USA",40.8165004,-73.9411037
Co-op for sale,1050000,1,2184.207862,"Glucksman Ireland House, 1 5th Ave #10c, New York, NY 10003, USA",40.7316673,-73.996478
Condo for sale,2200000,2,1308,"32 E 76th St APT 805, New York, NY 10021, USA",40.7740269,-73.9632939
House for sale,650000,3,1218,"23 Jackson St, Staten Island, NY 10304, USA",40.6306934,-74.0794192
House for sale,345000,3,2184.207862,"183-12 Elmira Ave, Jamaica, NY 11412, USA",40.701334,-73.772164
Townhouse for sale,7850000,5,6060,"128 E 19th St, New York, NY 10003, USA",40.7366749,-73.9860561
Multi-family home for sale,4999000,8,4120,"458 W 51st St, New York, NY 10019, USA",40.764924,-73.9907911
House for sale,4900000,4,3100,"157 E 78th St, New York, NY 10075, USA",40.7742274,-73.9588396
Pending,299000,3,2184.207862,"465 W 57th St #3b, New York, NY 10019, USA",40.76907,-73.987788
House for sale,1578000,5,2152,"67-27 181st St, Flushing, NY 11365, USA",40.7346802,-73.7905086
House for sale,715000,3,2184.207862,"194-11 112th Ave, Jamaica, NY 11412, USA",40.701497,-73.7613803
Townhouse for sale,600000,3,2184.207862,"40 Somers St # 2, Brooklyn, NY 11233, USA",40.6786381,-73.910662
House for sale,850000,3,1090,"101 Dalemere Rd, Staten Island, NY 10304, USA",40.5952951,-74.1039687
Condo for sale,1949000,2,1288,"277 E 7th St APT 2, New York, NY 10009, USA",40.7234874,-73.976864
Multi-family home for sale,1599999,5,3773,"160 Rathbun Ave, Staten Island, NY 10312, USA",40.5461245,-74.1826661
House for sale,640000,3,1110,"58 Elmwood Ave, Staten Island, NY 10308, USA",40.542861,-74.154978
Contingent,799900,3,3510,"59 Park Pl, Staten Island, NY 10301, USA",40.641795,-74.090599
Pending,1599000,6,3690,"33-17 85th St, Flushing, NY 11372, USA",40.7552678,-73.8822127
Contingent,695000,3,650,"217 E 5th St Apt 8, New York, NY 10003, USA",40.727533,-73.99017
Contingent,740000,3,1976,"391 Fingerboard Rd, Staten Island, NY 10305, USA",40.6020874,-74.071448
Co-op for sale,329000,1,764,"9902 3rd Ave #2e, Brooklyn, NY 11209, USA",40.6141658,-74.0353827
Multi-family home for sale,750000,4,2340,"4325 Boyd Ave, Bronx, NY 10466, USA",40.8959494,-73.85177
House for sale,1450000,4,1746,"227 90th St, Brooklyn, NY 11209, USA",40.6212482,-74.0338909
Condo for sale,1999999,3,1800,"70 Oceana Dr W Ph 1D, Brooklyn, NY 11235, USA",40.5770098,-73.958346
House for sale,899888,4,2185,"467 Maine Ave, Staten Island, NY 10314, USA",40.6215947,-74.1404429
Co-op for sale,379000,2,900,"78-16 Main St #1f, Flushing, NY 11367, USA",40.7194655,-73.8183058
Multi-family home for sale,879000,4,1824,"11 Edgewood Rd, Staten Island, NY 10308, USA",40.5452993,-74.1492507
Co-op for sale,1030000,2,1077,"217 E 96th St #29c, New York, NY 10128, USA",40.7849374,-73.9480901
Co-op for sale,699999,1,2184.207862,"11 W 81st St #1c, New York, NY 10024, USA",40.7826608,-73.9723737
Co-op for sale,388000,2,2184.207862,"67-66 108th St, Forest Hills, NY 11375, USA",40.7272034,-73.8471901
Condo for sale,1750000,1,937,"114 E 13th St #3d, New York, NY 10003, USA",40.7330327,-73.9891825
Co-op for sale,995000,1,2184.207862,"111 N 9th St #2l, Brooklyn, NY 11249, USA",40.7201147,-73.9581256
House for sale,599999,5,2184.207862,"145-37 115th Ave, Jamaica, NY 11436, USA",40.6836616,-73.7970345
Co-op for sale,300000,1,2184.207862,"209 W 118th St #2f, New York, NY 10026, USA",40.8050658,-73.9524985
Co-op for sale,389000,1,900,"4410 Ketcham St #5b, Queens, NY 11373, USA",40.7427717,-73.8796707
Co-op for sale,875000,1,2184.207862,"750 Park Ave #9b, New York, NY 10021, USA",40.7710157,-73.9642556
Condo for sale,3000000,3,2100,"418 E 59th St, New York, NY 10022, USA",40.7590132,-73.9612618
Multi-family home for sale,850000,3,2194,"1626 Research Ave, Bronx, NY 10465, USA",40.8467388,-73.8189548
Townhouse for sale,3595000,5,4675,"549 W 149th St, New York, NY 10031, USA",40.828721,-73.947403
House for sale,925000,3,2184.207862,"50-02 60th St, Queens, NY 11377, USA",40.737003,-73.904942
House for sale,799000,5,2184.207862,"112-20 210th St, Queens Village, NY 11429, USA",40.7039425,-73.7459355
Pending,1399000,4,1800,"35-12 213th St, Flushing, NY 11361, USA",40.768361,-73.7747442
House for sale,1880000,3,1920,"143-40 Poplar Ave, Flushing, NY 11355, USA",40.7492709,-73.8119666
Co-op for sale,375000,3,2184.207862,"517 W 48th St Apartment 2rw, New York, NY 10036, USA",40.764038,-73.993548
Co-op for sale,269000,1,625,"130 Bay Ridge Pkwy #4h, Brooklyn, NY 11209, USA",40.632218,-74.0321902
House for sale,925000,3,2184.207862,"50-02 60th St, Queens, NY 11377, USA",40.737003,-73.904942
House for sale,799000,5,2184.207862,"112-20 210th St, Queens Village, NY 11429, USA",40.7039425,-73.7459355
House for sale,4500000,6,2184.207862,"147-21 14th Ave, Whitestone, NY 11357, USA",40.7880839,-73.8180817
House for sale,589000,3,1120,"1316 Dumont Ave, Brooklyn, NY 11208, USA",40.6697595,-73.8692311
Co-op for sale,239000,1,700,"1720 E 13th St #1c, Brooklyn, NY 11229, USA",40.6073781,-73.9601827
Co-op for sale,385000,1,2184.207862,"35-40 82nd St #2a, Flushing, NY 11372, USA",40.7505242,-73.8847507
Condo for sale,1000000,1,773,"18 W 48th St #9c, New York, NY 10036, USA",40.7574596,-73.9793586
Pending,2800000,5,3400,"232 Argyle Rd, Brooklyn, NY 11218, USA",40.6435168,-73.9669556
Co-op for sale,130000,3,2184.207862,"87-15 165th St #4b, Jamaica, NY 11432, USA",40.7104509,-73.7982064
Contingent,789888,4,1865,"600 Annadale Rd, Staten Island, NY 10312, USA",40.5476973,-74.1752129
House for sale,798000,3,760,"58-13 Waldron St, Flushing, NY 11368, USA",40.7392555,-73.8523054
Co-op for sale,495000,1,2184.207862,"54 E 1st St #2c, New York, NY 10003, USA",40.7238926,-73.9893733
Condo for sale,555000,1,649,"15815 Union Tpke #411n, Flushing, NY 11366, USA",40.7206509,-73.808539
Co-op for sale,1274000,3,2184.207862,"111 E 36th St #5a, New York, NY 10016, USA",40.7482245,-73.9795398
Co-op for sale,349000,2,2184.207862,"83-75 118th St #2i, Jamaica, NY 11415, USA",40.7052273,-73.8336358
House for sale,2500000,3,2184.207862,"1203 8th Ave, Brooklyn, NY 11215, USA",40.6637132,-73.9806843
Pending,1250000,1,2184.207862,"17 W 10th St #3b, New York, NY 10011, USA",40.7340094,-73.9963862
Townhouse for sale,2495000,8,5374,"211 W 252nd St, Bronx, NY 10471, USA",40.8980177,-73.8977004
Co-op for sale,749900,3,830,"51 W 106th St #3d, New York, NY 10025, USA",40.798921,-73.961553
House for sale,1399900,4,3149,"292 Raritan Ave, Staten Island, NY 10305, USA",40.5900537,-74.0906619
Condo for sale,948888,2,950,"115 96th St #6a, Brooklyn, NY 11209, USA",40.6163216,-74.0374941
Pending,775000,4,1230,"92-19 241st St, Jamaica, NY 11426, USA",40.7258337,-73.7268795
House for sale,475000,3,1280,"912 Cranford Ave, Bronx, NY 10466, USA",40.9034885,-73.8435964
Condo for sale,2595000,3,1449,"200 E 94th St APT 2610, New York, NY 10128, USA",40.7833546,-73.9499982
Multi-family home for sale,1199000,3,2726,"354 Buel Ave, Staten Island, NY 10305, USA",40.5837427,-74.0909372
Condo for sale,750000,1,654,"129 Meserole St #3b, Brooklyn, NY 11206, USA",40.708157,-73.944452
Condo for sale,713000,2,1040,"217 Bay 49th St #3a, Brooklyn, NY 11214, USA",40.5855131,-73.9883977
Co-op for sale,300000,1,2184.207862,"6409 39th Ave Apt 1, Woodside, NY 11377, USA",40.7464499,-73.89982
Co-op for sale,2695000,3,2184.207862,"316 W 79th St Apt 7e, New York, NY 10024, USA",40.7843128,-73.9814804
Co-op for sale,450000,2,2184.207862,"254-15 74th Ave #1st, Glen Oaks, NY 11004, USA",40.7475547,-73.718359
Co-op for sale,699000,1,2184.207862,"760 West End Ave #6c, New York, NY 10025, USA",40.7959993,-73.9723278
Townhouse for sale,10950000,8,9555,"350 West End Ave, New York, NY 10024, USA",40.7826176,-73.9820502
Co-op for sale,225000,1,2184.207862,"269-10 Grand Central Pkwy, Queens, NY 11005, USA",40.7577974,-73.7159601
Condo for sale,5925000,3,2539,"30 Front St #15a, Brooklyn, NY 11201, USA",40.7022,-73.990838
Co-op for sale,225000,1,2184.207862,"269-10 Grand Central Pkwy, Queens, NY 11005, USA",40.7577974,-73.7159601
Condo for sale,5925000,3,2539,"30 Front St #15a, Brooklyn, NY 11201, USA",40.7022,-73.990838
Co-op for sale,255000,1,2184.207862,"245-18 62nd Ave, Douglaston, NY 11362, USA",40.755562,-73.7316684
Multi-family home for sale,2500000,12,4140,"1694 64th St, Brooklyn, NY 11204, USA",40.6210191,-73.9921739
House for sale,2095000,4,3223,"166-21 Goethals Ave, Jamaica, NY 11432, USA",40.7200361,-73.8007029
House for sale,10250000,7,5200,"1211 Park Ave, New York, NY 10128, USA",40.7854792,-73.9528586
Co-op for sale,750000,1,2184.207862,"200 Congress St #5d, Brooklyn, NY 11201, USA",40.6880273,-73.9950123
Townhouse for sale,2999000,9,5560,"1937 Madison Ave, New York, NY 10035, USA",40.8052328,-73.9407352
Co-op for sale,199000,3,650,"207 Ocean Pkwy Ste 1h, Brooklyn, NY 11218, USA",40.6449836,-73.9738362
Multi-family home for sale,1250000,7,1800,"2528 West St, Brooklyn, NY 11223, USA",40.58761,-73.9698943
Co-op for sale,2425000,2,1300,"50 E 10th St #6b, New York, NY 10003, USA",40.731874,-73.9921379
Pending,205000,1,660,"5921 Calloway St #2a, Corona, NY 11368, USA",40.7376662,-73.8566546
Co-op for sale,2500000,5,3860,"870 United Nations Plaza, New York, NY 10017, USA",40.7524819,-73.9654633
Co-op for sale,3499000,6,6000,"190 E 72nd St, New York, NY 10021, USA",40.7698703,-73.9611404
Co-op for sale,649000,1,1000,"45 Sutton Pl S, New York, NY 10022, USA",40.7556274,-73.9614685
Pending,729000,2,2184.207862,"193 Bleecker St #12b, New York, NY 10012, USA",40.7293904,-74.0013331
Multi-family home for sale,998500,3,2184.207862,"929 Rogers Ave, Brooklyn, NY 11226, USA",40.6476837,-73.9519338
Multi-family home for sale,765000,4,1152,"858 E 223rd St, Bronx, NY 10466, USA",40.8847302,-73.8563591
Condo for sale,599000,2,705,"37-32 89th St #1b, Queens, NY 11372, USA",40.7494499,-73.8778676
Condo for sale,11500000,5,5276,"39 Lispenard St, New York, NY 10013, USA",40.7198832,-74.0033836
Co-op for sale,595000,1,2184.207862,"465 Park Ave #9e, New York, NY 10022, USA",40.761641,-73.9702246
Co-op for sale,675000,1,2184.207862,"1270 5th Ave Apt 12h, New York, NY 10029, USA",40.7957847,-73.9498024
Multi-family home for sale,949000,8,3500,"90 Fillmore St, Staten Island, NY 10301, USA",40.6445278,-74.0913961
Condo for sale,729000,2,950,"14906 Northern Blvd # 303, Flushing, NY 11354, USA",40.7650102,-73.8167757
Contingent,895000,2,520,"321 W 82nd St APT 8, New York, NY 10024, USA",40.7868879,-73.9805511
Multi-family home for sale,2449000,3,3000,"46 Pulaski St, Brooklyn, NY 11206, USA",40.6921191,-73.9498754
Co-op for sale,399999,2,2184.207862,"83-80 118th St #5e, Queens, NY 11415, USA",40.7047878,-73.8344551
Co-op for sale,397000,2,1000,"84-20 51st Ave #2b, Elmhurst, NY 11373, USA",40.7381747,-73.8785246
Townhouse for sale,950000,2,1800,"219 26th St, Brooklyn, NY 11232, USA",40.6594527,-73.9975913
Condo for sale,3995000,4,2578,"171 W 57th St #8c, New York, NY 10019, USA",40.7655712,-73.979561
Co-op for sale,599000,1,780,"Harbor View Towers, 8901 Shore Rd #7e, Brooklyn, NY 11209, USA",40.6230753,-74.0403471
Condo for sale,1999999,4,2729,"50 Pine St APT 2, New York, NY 10005, USA",40.7069134,-74.0085778
Co-op for sale,3370000,2,2184.207862,"20 E 9th St #14j, New York, NY 10003, USA",40.7321377,-73.9947952
Townhouse for sale,6995000,4,4187,"92 Amity St, Brooklyn, NY 11201, USA",40.6894191,-73.9977098
House for sale,1598000,4,2184.207862,"63-31 136th St, Flushing, NY 11367, USA",40.7392152,-73.8301205
Condo for sale,699000,2,1030,"147-48 Roosevelt Ave #2c, Flushing, NY 11354, USA",40.7627559,-73.8168695
Co-op for sale,265000,3,650,"3101 Ocean Pkwy #6c, Brooklyn, NY 11235, USA",40.5757325,-73.9679335
House for sale,1699000,5,2488,"134 Beaumont St, Brooklyn, NY 11235, USA",40.5786214,-73.9515728
Pending,1098000,4,2184.207862,"213-07 28th Ave, Flushing, NY 11360, USA",40.7770737,-73.7760771
Contingent,960000,1,834,"133 Water St #12d, Brooklyn, NY 11201, USA",40.7032891,-73.9891782
Condo for sale,1086300,2,780,"203 W 81st St #4e, New York, NY 10024, USA",40.7847793,-73.9778528
Multi-family home for sale,859000,6,2820,"729 E 182nd St, Bronx, NY 10457, USA",40.8500672,-73.885658
House for sale,945000,2,2184.207862,"69-05 65th Dr, Flushing, NY 11379, USA",40.7154822,-73.8862242
Condo for sale,549000,2,2184.207862,"247 Mt Hope Pl #1, Bronx, NY 10457, USA",40.848222,-73.9043179
Multi-family home for sale,969999,6,2184.207862,"3710 Secor Ave, Bronx, NY 10466, USA",40.887362,-73.8321425
House for sale,1649000,8,2184.207862,"119 Fenimore St, Brooklyn, NY 11225, USA",40.658346,-73.9583816
Condo for sale,2800000,2,1412,"Random House Tower, 230 W 56th St APT 62B, New York, NY 10019, USA",40.7652485,-73.9824857
Co-op for sale,449000,2,2184.207862,"123 E 88th St #1a, New York, NY 10128, USA",40.7810674,-73.954925
Co-op for sale,294500,1,2184.207862,"35-45 81st St c1, Jackson Heights, NY 11372, USA",40.7505078,-73.8851355
Multi-family home for sale,990000,8,3120,"842 Bryant Ave, Bronx, NY 10474, USA",40.8182411,-73.8863072
House for sale,314000,2,847,"18 Richmond Ct, Staten Island, NY 10303, USA",40.6396832,-74.1652748
Co-op for sale,449000,2,2184.207862,"123 E 88th St #1a, New York, NY 10128, USA",40.7810674,-73.954925
Multi-family home for sale,1598000,7,2184.207862,"61-17 170th St, Flushing, NY 11365, USA",40.7375872,-73.7989142
Co-op for sale,208000,3,2184.207862,"76-36 113th St #3f, Forest Hills, NY 11375, USA",40.7170693,-73.8332429
Co-op for sale,169900,2,900,"1430 Thieriot Ave #5k, Bronx, NY 10460, USA",40.8363523,-73.865036
Co-op for sale,235000,1,2184.207862,"65-38 Booth St #6h, Rego Park, NY 11374, USA",40.7267837,-73.8587799
Co-op for sale,278000,1,2184.207862,"125 Queens Blvd # 10, Bronx, NY 10452, USA",40.7119297,-73.826361
Townhouse for sale,998000,6,2236,"690 Vermont St, Brooklyn, NY 11207, USA",40.6623484,-73.8914648
Co-op for sale,6400000,3,2184.207862,"14 E 75th St #4a, New York, NY 10021, USA",40.7737635,-73.9644574
Co-op for sale,385000,2,920,"97-40 62nd Dr #3h, Rego Park, NY 11374, USA",40.7325379,-73.8601516
Co-op for sale,250000,1,750,"2241 Plumb 1st St Apt 1l, Brooklyn, NY 11229, USA",40.5986758,-73.9325474
Multi-family home for sale,1849000,6,2184.207862,"212-15 35th Ave, Flushing, NY 11361, USA",40.7688965,-73.7752498
House for sale,449500,3,2184.207862,"266 Soundview Ave, Bronx, NY 10473, USA",40.8112605,-73.855529
Multi-family home for sale,1250000,5,2184.207862,"86-08 57th Ave, Queens, NY 11373, USA",40.7324444,-73.8760359
House for sale,1099000,7,2322,"188 Conklin Ave, Brooklyn, NY 11236, USA",40.6438485,-73.9016506
House for sale,1900000,4,1400,"137-39 75th Rd, Flushing, NY 11367, USA",40.7230171,-73.8231693
Condo for sale,2500000,2,1250,"350 W 42nd St, New York, NY 10036, USA",40.7578531,-73.9923304
House for sale,1288000,3,1696,"9-22 119th St, Flushing, NY 11356, USA",40.788704,-73.84908
Co-op for sale,1150000,1,2184.207862,"50 Central Park W #10d, New York, NY 10023, USA",40.7717316,-73.9797209
Condo for sale,825000,3,2184.207862,"6314 Queens Blvd STE 3E, Flushing, NY 11377, USA",40.7407971,-73.9021337
Townhouse for sale,4195000,5,2184.207862,"445 Waverly Ave, Brooklyn, NY 11238, USA",40.6847934,-73.965911
Pending,675000,3,1444,"46 Coddington Ave, Staten Island, NY 10306, USA",40.5712145,-74.1132944
Condo for sale,875000,2,922,"1437 Hancock St, Brooklyn, NY 11237, USA",40.6965975,-73.9071739
Co-op for sale,297000,1,2184.207862,"261 Bay 19th St, Brooklyn, NY 11214, USA",40.6013587,-74.0073583
Condo for sale,485000,1,575,"62-96 Woodhaven Blvd #5f, Middle Village, NY 11379, USA",40.7245332,-73.8696876
Co-op for sale,230000,2,800,"6200 Riverdale Ave #4h, Bronx, NY 10471, USA",40.9117719,-73.9024392
House for sale,629000,4,2184.207862,"1281 E 223rd St, Bronx, NY 10466, USA",40.8807198,-73.8445368
Pending,625000,3,1040,"108 Howton Ave, Staten Island, NY 10308, USA",40.557402,-74.148792
Multi-family home for sale,1200000,5,2184.207862,"591 Huguenot Ave, Staten Island, NY 10312, USA",40.5404111,-74.1957141
Townhouse for sale,7550000,5,2184.207862,"48 Charles St, New York, NY 10014, USA",40.7348673,-74.0023636
Pending,499000,2,1358,"7272 Royce Pl G1, Brooklyn, NY 11234, USA",40.6248278,-73.909396
Pending,485000,3,1200,"2652 Cropsey Ave #14h, Brooklyn, NY 11214, USA",40.5883839,-73.9910376
Condo for sale,399000,3,2184.207862,"30-38 29th St, Queens, NY 11102, USA",40.7668236,-73.9239725
House for sale,14000000,3,23027,"39 Eldridge St, New York, NY 10002, USA",40.7157769,-73.99357
Co-op for sale,299000,1,2184.207862,"144-44 41st Ave #6a, Flushing, NY 11355, USA",40.7607762,-73.8197115
Multi-family home for sale,2200000,6,2184.207862,"6402 Fresh Pond Rd, Ridgewood, NY 11385, USA",40.7101745,-73.8995452
Condo for sale,465000,2,708,"10421 39th Ave #212D, Corona, NY 11368, USA",40.7511218,-73.8614488
Co-op for sale,278000,1,750,"138-28 68th Dr #1a, Flushing, NY 11367, USA",40.7306353,-73.8276823
